N,collisions,load factor
63000000,46,0.0011042539682539682
63070000,48,0.0011030283811637863
63140000,48,0.001101805511561609
63210000,50,0.0011005853504192375
63280000,58,0.0010993678887484197
63350000,43,0.0010981531176006314
63420000,53,0.0010969410280668558
63490000,58,0.0010957316112773666
63560000,48,0.0010945248584015104
63630000,51,0.0010933207606474934
63700000,49,0.0010921193092621663
63770000,45,0.0010909204955308139
63840000,45,0.0010897243107769424
63910000,50,0.0010885307463620716
63980000,59,0.0010873397936855267
64050000,44,0.001086151444184231
64120000,53,0.0010849656893325015
64190000,55,0.0010837825206418445
64260000,48,0.0010826019296607532
64330000,58,0.0010814239079745065
64400000,49,0.001080248447204969
64470000,49,0.0010790755390103924
64540000,56,0.0010779051750852186
64610000,53,0.0010767373471598824
64680000,47,0.0010755720470006184
64750000,48,0.0010744092664092663
64820000,43,0.0010732489972230792
64890000,43,0.0010720912313145323
64960000,53,0.001070935960591133
65030000,43,0.001069783176995233
65100000,64,0.0010686328725038401
65170000,56,0.0010674850391284333
65240000,62,0.0010663396689147761
65310000,41,0.0010651967539427347
65380000,45,0.0010640562863260936
65450000,47,0.001062918258212376
65520000,47,0.0010617826617826617
65590000,48,0.0010606494892514103
65660000,48,0.0010595187328662809
65730000,44,0.0010583903849079568
65800000,55,0.0010572644376899696
65870000,60,0.0010561408835585244
65940000,44,0.0010550197148923265
66010000,50,0.0010539009241024087
66080000,58,0.0010527845036319612
66150000,46,0.0010516704459561602
66220000,64,0.0010505587435819994
66290000,54,0.0010494493890481219
66360000,41,0.0010483423749246535
66430000,53,0.0010472376938130362
66500000,46,0.0010461353383458647
66570000,57,0.0010450353011867207
66640000,41,0.001043937575030012
66710000,52,0.0010428421526008096
66780000,35,0.001041749026654687
66850000,51,0.0010406581899775618
66920000,42,0.001039569635385535
66990000,38,0.001038483355724735
67060000,49,0.0010373993438711601
67130000,48,0.0010363175927305228
67200000,42,0.0010352380952380951
67270000,49,0.001034160844358555
67340000,49,0.0010330858330858332
67410000,54,0.001032013054442961
67480000,34,0.0010309425014819206
67550000,43,0.0010298741672834938
67620000,45,0.0010288080449571133
67690000,49,0.001027744127640715
67760000,54,0.0010266824085005902
67830000,47,0.0010256228807312398
67900000,43,0.0010245655375552283
67970000,53,0.0010235103722230395
68040000,42,0.0010224573780129335
68110000,44,0.001021406548230803
68180000,44,0.0010203578762100322
68250000,38,0.0010193113553113554
68320000,58,0.0010182669789227166
68390000,55,0.0010172247404591315
68460000,40,0.0010161846333625476
68530000,49,0.0010151466511017072
68600000,50,0.0010141107871720117
68670000,55,0.0010130770350953837
68740000,53,0.0010120453884201338
68810000,53,0.0010110158407208255
68880000,52,0.0010099883855981416
68950000,55,0.0010089630166787527
69020000,54,0.001007939727615184
69090000,59,0.0010069185120856854
69160000,48,0.0010058993637941007
69230000,56,0.0010048822764697385
69300000,49,0.001003867243867244
69370000,41,0.0010028542597664697
69440000,52,0.0010018433179723501
69510000,47,0.001000834412314775
69580000,40,9.998275366484622E-4
69650000,46,9.988226848528356E-4
69720000,41,9.978198508318991E-4
69790000,43,9.968190285141137E-4
69860000,43,9.95820211852276E-4
69930000,41,9.948233948233948E-4
70000000,40,9.938285714285713E-4
70070000,49,9.928357356928787E-4
70140000,50,9.91844881665241E-4
70210000,49,9.908560034183164E-4
70280000,48,9.89869095048378E-4
70350000,55,9.888841506751954E-4
70420000,59,9.8790116444192E-4
70490000,44,9.869201305149667E-4
70560000,67,9.859410430839003E-4
70630000,59,9.849638963613195E-4
70700000,52,9.839886845827439E-4
70770000,50,9.830154020065E-4
70840000,49,9.82044042913608E-4
70910000,44,9.810746016076716E-4
70980000,48,9.801070724147647E-4
71050000,32,9.791414496833216E-4
71120000,40,9.78177727784027E-4
71190000,49,9.772159011097064E-4
71260000,33,9.762559640752175E-4
71330000,45,9.752979111173419E-4
71400000,46,9.743417366946779E-4
71470000,53,9.733874352875333E-4
71540000,53,9.724350013978194E-4
71610000,56,9.714844295489457E-4
71680000,43,9.705357142857143E-4
71750000,36,9.69588850174216E-4
71820000,44,9.686438318017265E-4
71890000,38,9.677006537766031E-4
71960000,39,9.667593107281823E-4
72030000,54,9.658197973066777E-4
72100000,44,9.64882108183079E-4
72170000,35,9.639462380490509E-4
72240000,51,9.630121816168328E-4
72310000,47,9.620799336191398E-4
72380000,42,9.611494888090633E-4
72450000,45,9.602208419599724E-4
72520000,47,9.592939878654165E-4
72590000,47,9.583689213390274E-4
72660000,47,9.574456372144234E-4
72730000,44,9.56524130345112E-4
72800000,37,9.556043956043956E-4
72870000,32,9.546864278852751E-4
72940000,53,9.537702221003565E-4
73010000,38,9.528557731817559E-4
73080000,47,9.519430760810071E-4
73150000,52,9.510321257689679E-4
73220000,36,9.50122917235728E-4
73290000,47,9.492154454905171E-4
73360000,37,9.48309705561614E-4
73430000,40,9.474056924962549E-4
73500000,47,9.465034013605442E-4
73570000,52,9.456028272393638E-4
73640000,47,9.447039652362846E-4
73710000,36,9.438068104734771E-4
73780000,57,9.429113580916238E-4
73850000,42,9.420176032498307E-4
73920000,41,9.411255411255411E-4
73990000,56,9.402351669144479E-4
74060000,40,9.393464758304078E-4
74130000,52,9.384594631053555E-4
74200000,35,9.375741239892184E-4
74270000,37,9.366904537498317E-4
74340000,50,9.358084476728544E-4
74410000,46,9.349281010616853E-4
74480000,47,9.340494092373792E-4
74550000,44,9.331723675385647E-4
74620000,48,9.322969713213616E-4
74690000,41,9.314232159592984E-4
74760000,49,9.305510968432316E-4
74830000,41,9.296806093812642E-4
74900000,41,9.288117489986649E-4
74970000,45,9.279445111377884E-4
75040000,46,9.270788912579957E-4
75110000,45,9.262148848355745E-4
75180000,40,9.253524873636606E-4
75250000,35,9.244916943521595E-4
75320000,46,9.236325013276686E-4
75390000,43,9.227749038333996E-4
75460000,44,9.219188974291015E-4
75530000,47,9.210644776909837E-4
75600000,44,9.202116402116402E-4
75670000,50,9.193603805999736E-4
75740000,41,9.185106944811196E-4
75810000,43,9.176625774963725E-4
75880000,57,9.168160253031102E-4
75950000,42,9.159710335747202E-4
76020000,38,9.151275980005262E-4
76090000,35,9.142857142857143E-4
76160000,40,9.134453781512606E-4
76230000,44,9.12606585333858E-4
76300000,42,9.117693315858454E-4
76370000,49,9.109336126751342E-4
76440000,38,9.100994243851386E-4
76510000,58,9.09266762514704E-4
76580000,47,9.08435622878036E-4
76650000,46,9.076060013046315E-4
76720000,46,9.067778936392076E-4
76790000,48,9.05951295741633E-4
76860000,44,9.051262034868592E-4
76930000,49,9.043026127648512E-4
77000000,45,9.034805194805195E-4
77070000,39,9.026599195536525E-4
77140000,54,9.018408089188489E-4
77210000,40,9.010231835254501E-4
77280000,39,9.002070393374741E-4
77350000,39,8.993923723335488E-4
77420000,45,8.985791785068457E-4
77490000,53,8.977674538650149E-4
77560000,38,8.969571944301186E-4
77630000,40,8.961483962385676E-4
77700000,37,8.953410553410553E-4
77770000,45,8.945351678024946E-4
77840000,44,8.937307297019527E-4
77910000,41,8.929277371325889E-4
77980000,39,8.921261862015902E-4
78050000,41,8.913260730301089E-4
78120000,44,8.905273937532002E-4
78190000,33,8.897301445197596E-4
78260000,61,8.88934321492461E-4
78330000,43,8.881399208476957E-4
78400000,43,8.873469387755102E-4
78470000,48,8.865553714795464E-4
78540000,41,8.857652151769799E-4
78610000,47,8.849764660984607E-4
78680000,45,8.841891204880529E-4
78750000,32,8.834031746031746E-4
78820000,35,8.826186247145395E-4
78890000,42,8.81835467106097E-4
78960000,48,8.810536980749747E-4
79030000,48,8.802733139314184E-4
79100000,49,8.794943109987357E-4
79170000,38,8.787166856132374E-4
79240000,35,8.779404341241798E-4
79310000,48,8.771655528937082E-4
79380000,43,8.763920382968002E-4
79450000,47,8.756198867212083E-4
79520000,33,8.748490945674044E-4
79590000,45,8.740796582485237E-4
79660000,39,8.733115741903088E-4
79730000,43,8.725448388310548E-4
79800000,37,8.717794486215539E-4
79870000,43,8.710154000250407E-4
79940000,46,8.702526895171379E-4
80010000,43,8.694913135858018E-4
80080000,43,8.687312687312688E-4
80150000,38,8.679725514660013E-4
80220000,39,8.672151583146348E-4
80290000,44,8.664590858139245E-4
80360000,36,8.657043305126929E-4
80430000,45,8.649508889717767E-4
80500000,51,8.641987577639752E-4
80570000,46,8.634479334739978E-4
80640000,39,8.626984126984127E-4
80710000,36,8.619501920455954E-4
80780000,38,8.612032681356771E-4
80850000,40,8.604576376004948E-4
80920000,39,8.597132970835393E-4
80990000,40,8.589702432399062E-4
81060000,44,8.582284727362447E-4
81130000,39,8.574879822507087E-4
81200000,39,8.567487684729064E-4
81270000,40,8.560108281038514E-4
81340000,44,8.552741578559134E-4
81410000,37,8.5453875445277E-4
81480000,67,8.538046146293568E-4
81550000,44,8.530717351318209E-4
81620000,45,8.523401127174712E-4
81690000,47,8.516097441547314E-4
81760000,49,8.50880626223092E-4
81830000,45,8.501527557130637E-4
81900000,37,8.494261294261294E-4
81970000,42,8.487007441746981E-4
82040000,38,8.479765967820575E-4
82110000,41,8.472536840823286E-4
82180000,37,8.465320029204186E-4
82250000,42,8.458115501519756E-4
82320000,46,8.45092322643343E-4
82390000,39,8.443743172715135E-4
82460000,51,8.436575309240844E-4
82530000,39,8.429419604992124E-4
82600000,46,8.42227602905569E-4
82670000,38,8.415144550622959E-4
82740000,47,8.408025138989606E-4
82810000,47,8.400917763555126E-4
82880000,40,8.393822393822394E-4
82950000,42,8.386738999397227E-4
83020000,36,8.379667549987955E-4
83090000,42,8.372608015404983E-4
83160000,41,8.365560365560365E-4
83230000,36,8.358524570467379E-4
83300000,32,8.351500600240096E-4
83370000,42,8.34448842509296E-4
83440000,42,8.337488015340364E-4
83510000,46,8.33049934139624E-4
83580000,31,8.32352237377363E-4
83650000,41,8.31655708308428E-4
83720000,39,8.309603440038222E-4
83790000,39,8.30266141544337E-4
83860000,42,8.295730980205103E-4
83930000,35,8.288812105325867E-4
84000000,36,8.281904761904762E-4
84070000,51,8.275008921137147E-4
84140000,37,8.268124554314238E-4
84210000,38,8.261251632822706E-4
84280000,46,8.254390128144281E-4
84350000,53,8.247540011855365E-4
84420000,38,8.240701255626629E-4
84490000,49,8.233873831222629E-4
84560000,29,8.227057710501419E-4
84630000,41,8.220252865414156E-4
84700000,41,8.213459268004722E-4
84770000,40,8.206676890409343E-4
84840000,32,8.199905704856199E-4
84910000,43,8.193145683665057E-4
84980000,33,8.186396799246882E-4
85050000,46,8.179659024103469E-4
85120000,36,8.172932330827068E-4
85190000,37,8.166216692100011E-4
85260000,38,8.159512080694347E-4
85330000,32,8.152818469471464E-4
85400000,48,8.146135831381733E-4
85470000,41,8.139464139464139E-4
85540000,37,8.13280336684592E-4
85610000,46,8.126153486742203E-4
85680000,36,8.119514472455649E-4
85750000,42,8.112886297376094E-4
85820000,36,8.106268934980191E-4
85890000,43,8.099662358831063E-4
85960000,40,8.093066542577943E-4
86030000,35,8.08648145995583E-4
86100000,35,8.079907084785133E-4
86170000,45,8.073343390971336E-4
86240000,35,8.066790352504638E-4
86310000,32,8.060247943459622E-4
86380000,36,8.053716137994907E-4
86450000,44,8.047194910352805E-4
86520000,40,8.040684234858992E-4
86590000,37,8.034184085922162E-4
86660000,44,8.027694438033695E-4
86730000,41,8.021215265767323E-4
86800000,40,8.014746543778802E-4
86870000,59,8.008288246805572E-4
86940000,44,8.001840349666436E-4
87010000,45,7.995402827261234E-4
87080000,37,7.98897565457051E-4
87150000,37,7.982558806655192E-4
87220000,44,7.976152258656272E-4
87290000,41,7.969755985794478E-4
87360000,41,7.963369963369963E-4
87430000,42,7.956994166761981E-4
87500000,45,7.950628571428572E-4
87570000,38,7.944273152906247E-4
87640000,42,7.937927886809676E-4
87710000,31,7.931592748831376E-4
87780000,42,7.925267714741399E-4
87850000,26,7.918952760387023E-4
87920000,38,7.912647861692448E-4
87990000,37,7.906352994658484E-4
88060000,34,7.900068135362253E-4
88130000,41,7.893793259956882E-4
88200000,34,7.887528344671202E-4
88270000,38,7.881273365809449E-4
88340000,45,7.875028299750962E-4
88410000,38,7.868793122949892E-4
88480000,39,7.8625678119349E-4
88550000,36,7.856352343308865E-4
88620000,32,7.850146693748589E-4
88690000,42,7.84395084000451E-4
88760000,50,7.837764758900405E-4
88830000,35,7.831588427333108E-4
88900000,41,7.825421822272216E-4
88970000,40,7.819264920759807E-4
89040000,35,7.813117699910153E-4
89110000,40,7.806980136909438E-4
89180000,37,7.800852209015474E-4
89250000,49,7.794733893557423E-4
89320000,29,7.788625167935513E-4
89390000,34,7.782526009620763E-4
89460000,37,7.776436396154706E-4
89530000,34,7.770356305149113E-4
89600000,41,7.764285714285715E-4
89670000,37,7.758224601315936E-4
89740000,40,7.75217294406062E-4
89810000,41,7.746130720409753E-4
89880000,39,7.740097908322208E-4
89950000,34,7.734074485825458E-4
90020000,33,7.72806043101533E-4
90090000,35,7.722055722055722E-4
90160000,37,7.716060337178349E-4
90230000,36,7.710074254682479E-4
90300000,38,7.704097452934663E-4
90370000,37,7.698129910368485E-4
90440000,31,7.692171605484299E-4
90510000,42,7.686222516848967E-4
90580000,34,7.680282623095606E-4
90650000,33,7.674351902923331E-4
90720000,39,7.668430335097001E-4
90790000,31,7.662517898446965E-4
90860000,39,7.65661457186881E-4
90930000,31,7.650720334323105E-4
91000000,33,7.644835164835165E-4
91070000,42,7.638959042494785E-4
91140000,38,7.633091946456002E-4
91210000,46,7.627233855936849E-4
91280000,27,7.621384750219106E-4
91350000,35,7.615544608648057E-4
91420000,33,7.609713410632247E-4
91490000,46,7.60389113564324E-4
91560000,38,7.598077763215378E-4
91630000,37,7.592273272945542E-4
91700000,37,7.586477644492912E-4
91770000,38,7.580690857578729E-4
91840000,38,7.574912891986063E-4
91910000,35,7.569143727559569E-4
91980000,35,7.563383344205262E-4
92050000,35,7.557631721890277E-4
92120000,35,7.55188884064264E-4
92190000,33,7.546154680551036E-4
92260000,37,7.540429221764578E-4
92330000,39,7.534712444492581E-4
92400000,40,7.529004329004329E-4
92470000,35,7.523304855628853E-4
92540000,33,7.5176140047547E-4
92610000,46,7.511931756829716E-4
92680000,33,7.506258092360811E-4
92750000,31,7.500592991913747E-4
92820000,33,7.494936436112906E-4
92890000,53,7.489288405641081E-4
92960000,35,7.483648881239243E-4
93030000,28,7.478017843706331E-4
93100000,40,7.472395273899034E-4
93170000,43,7.466781152731565E-4
93240000,34,7.461175461175461E-4
93310000,45,7.455578180259351E-4
93380000,41,7.449989291068752E-4
93450000,43,7.444408774745854E-4
93520000,39,7.438836612489307E-4
93590000,39,7.433272785554012E-4
93660000,31,7.427717275250908E-4
93730000,34,7.422170062946762E-4
93800000,46,7.416631130063966E-4
93870000,41,7.411100458080324E-4
93940000,40,7.405578028528848E-4
94010000,44,7.400063822997553E-4
94080000,40,7.394557823129251E-4
94150000,44,7.389060010621349E-4
94220000,29,7.383570367225643E-4
94290000,36,7.378088874748118E-4
94360000,42,7.37261551504875E-4
94430000,38,7.3671502700413E-4
94500000,31,7.361693121693122E-4
94570000,47,7.356244052024955E-4
94640000,38,7.350803043110736E-4
94710000,37,7.345370077077395E-4
94780000,36,7.339945136104663E-4
94850000,44,7.334528202424882E-4
94920000,36,7.329119258322798E-4
94990000,43,7.323718286135382E-4
95060000,25,7.318325268251631E-4
95130000,36,7.312940187112373E-4
95200000,32,7.307563025210084E-4
95270000,38,7.302193765088695E-4
95340000,36,7.296832389343403E-4
95410000,44,7.29147888062048E-4
95480000,50,7.286133221617092E-4
95550000,35,7.280795395081109E-4
95620000,38,7.275465383810918E-4
95690000,53,7.270143170655241E-4
95760000,38,7.264828738512949E-4
95830000,38,7.259522070332881E-4
95900000,47,7.25422314911366E-4
95970000,45,7.248931957903512E-4
96040000,36,7.243648479800083E-4
96110000,36,7.238372697950266E-4
96180000,35,7.23310459555001E-4
96250000,34,7.227844155844156E-4
96320000,43,7.222591362126246E-4
96390000,29,7.217346197738355E-4
96460000,38,7.21210864607091E-4
96530000,37,7.206878690562519E-4
96600000,36,7.201656314699793E-4
96670000,34,7.196441502017171E-4
96740000,46,7.191234236096754E-4
96810000,39,7.186034500568123E-4
96880000,35,7.180842279108175E-4
96950000,36,7.175657555440949E-4
97020000,39,7.170480313337456E-4
97090000,48,7.165310536615512E-4
97160000,40,7.160148209139563E-4
97230000,37,7.154993314820528E-4
97300000,40,7.149845837615622E-4
97370000,31,7.144705761528192E-4
97440000,41,7.139573070607554E-4
97510000,36,7.134447748948826E-4
97580000,30,7.129329780692765E-4
97650000,42,7.124219150025601E-4
97720000,35,7.119115841178878E-4
97790000,38,7.114019838429287E-4
97860000,43,7.108931126098508E-4
97930000,36,7.103849688553048E-4
98000000,28,7.098775510204082E-4
98070000,30,7.093708575507291E-4
98140000,34,7.088648868962706E-4
98210000,44,7.083596375114551E-4
98280000,30,7.078551078551078E-4
98350000,34,7.073512963904423E-4
98420000,33,7.068482015850437E-4
98490000,36,7.063458219108539E-4
98560000,30,7.058441558441558E-4
98630000,30,7.053432018655581E-4
98700000,40,7.048429584599797E-4
98770000,34,7.043434241166346E-4
98840000,47,7.038445973290166E-4
98910000,33,7.033464765948842E-4
98980000,36,7.028490604162458E-4
99050000,31,7.023523472993437E-4
99120000,42,7.018563357546408E-4
99190000,42,7.013610242968041E-4
99260000,42,7.008664114446907E-4
99330000,38,7.003724957213329E-4
99400000,35,6.998792756539236E-4
99470000,40,6.993867497738012E-4
99540000,39,6.988949166164356E-4
99610000,33,6.984037747214135E-4
99680000,35,6.979133226324238E-4
99750000,30,6.974235588972431E-4
99820000,28,6.969344820677219E-4
99890000,31,6.964460906997697E-4
99960000,29,6.959583833533414E-4
100030000,32,6.954713585924223E-4
100100000,39,6.94985014985015E-4
100170000,28,6.944993511031247E-4
100240000,40,6.940143655227454E-4
100310000,45,6.935300568238461E-4
100380000,28,6.930464235903567E-4
100450000,35,6.925634644101543E-4
100520000,37,6.920811778750497E-4
100590000,39,6.915995625807734E-4
100660000,31,6.911186171269621E-4
100730000,34,6.906383401171449E-4
100800000,33,6.901587301587302E-4
100870000,38,6.89679785862992E-4
100940000,30,6.892015058450565E-4
101010000,36,6.887238887238887E-4
101080000,35,6.882469331222794E-4
101150000,35,6.877706376668314E-4
101220000,30,6.87295000987947E-4
101290000,42,6.868200217198144E-4
101360000,39,6.863456985003947E-4
101430000,38,6.858720299714088E-4
101500000,41,6.853990147783251E-4
101570000,33,6.849266515703456E-4
101640000,48,6.844549390003935E-4
101710000,32,6.839838757251008E-4
101780000,29,6.835134604047947E-4
101850000,38,6.830436917034855E-4
101920000,41,6.82574568288854E-4
101990000,37,6.821060888322385E-4
102060000,32,6.816382520086223E-4
102130000,37,6.81171056496622E-4
102200000,31,6.807045009784736E-4
102270000,33,6.802385841400215E-4
102340000,33,6.797733046707055E-4
102410000,39,6.793086612635485E-4
102480000,39,6.788446526151444E-4
102550000,35,6.783812774256461E-4
102620000,30,6.779185343987527E-4
102690000,34,6.774564222416983E-4
102760000,37,6.769949396652394E-4
102830000,35,6.765340853836429E-4
102900000,33,6.760738581146745E-4
102970000,38,6.756142565795863E-4
103040000,42,6.751552795031055E-4
103110000,34,6.746969256134225E-4
103180000,31,6.742391936421788E-4
103250000,30,6.737820823244552E-4
103320000,45,6.733255903987611E-4
103390000,36,6.72869716607022E-4
103460000,35,6.72414459694568E-4
103530000,34,6.719598184101226E-4
103600000,28,6.715057915057915E-4
103670000,27,6.710523777370503E-4
103740000,37,6.705995758627337E-4
103810000,39,6.701473846450246E-4
103880000,37,6.696958028494416E-4
103950000,35,6.692448292448292E-4
104020000,39,6.687944626033455E-4
104090000,43,6.683447017004515E-4
104160000,30,6.678955453149002E-4
104230000,36,6.674469922287249E-4
104300000,30,6.669990412272291E-4
104370000,34,6.665516910989748E-4
104440000,32,6.661049406357717E-4
104510000,36,6.656587886326667E-4
104580000,35,6.652132338879327E-4
104650000,35,6.647682752030578E-4
104720000,29,6.643239113827349E-4
104790000,36,6.638801412348507E-4
104860000,34,6.634369635704749E-4
104930000,31,6.629943772038502E-4
105000000,29,6.625523809523809E-4
105070000,32,6.621109736366232E-4
105140000,33,6.616701540802739E-4
105210000,35,6.612299211101606E-4
105280000,37,6.60790273556231E-4
105350000,32,6.603512102515425E-4
105420000,34,6.599127300322519E-4
105490000,39,6.594748317376055E-4
105560000,26,6.59037514209928E-4
105630000,40,6.586007762946133E-4
105700000,37,6.581646168401135E-4
105770000,40,6.577290346979294E-4
105840000,28,6.572940287226001E-4
105910000,32,6.568595977716929E-4
105980000,32,6.564257407057936E-4
106050000,25,6.55992456388496E-4
106120000,37,6.555597436863927E-4
106190000,38,6.551276014690649E-4
106260000,25,6.546960286090721E-4
106330000,35,6.54265023981943E-4
106400000,34,6.538345864661654E-4
106470000,37,6.534047149431765E-4
106540000,36,6.529754082973532E-4
106610000,46,6.525466654160023E-4
106680000,32,6.521184851893513E-4
106750000,32,6.516908665105387E-4
106820000,33,6.512638082756038E-4
106890000,28,6.508373093834784E-4
106960000,28,6.50411368735976E-4
107030000,32,6.499859852377838E-4
107100000,35,6.495611577964519E-4
107170000,43,6.49136885322385E-4
107240000,33,6.487131667288325E-4
107310000,42,6.482900009318796E-4
107380000,39,6.478673868504377E-4
107450000,31,6.474453234062355E-4
107520000,35,6.470238095238096E-4
107590000,33,6.466028441304953E-4
107660000,36,6.461824261564183E-4
107730000,37,6.457625545344843E-4
107800000,38,6.453432282003711E-4
107870000,35,6.449244460925188E-4
107940000,28,6.445062071521215E-4
108010000,45,6.440885103231182E-4
108080000,26,6.436713545521836E-4
108150000,29,6.432547387887193E-4
108220000,35,6.428386619848457E-4
108290000,28,6.42423123095392E-4
108360000,35,6.420081210778885E-4
108430000,32,6.415936548925574E-4
108500000,35,6.411797235023042E-4
108570000,26,6.407663258727089E-4
108640000,37,6.403534609720177E-4
108710000,30,6.399411277711342E-4
108780000,35,6.395293252436109E-4
108850000,30,6.391180523656408E-4
108920000,36,6.387073081160485E-4
108990000,35,6.382970914762822E-4
109060000,28,6.378874014304053E-4
109130000,31,6.374782369650876E-4
109200000,26,6.370695970695971E-4
109270000,34,6.366614807357921E-4
109340000,38,6.362538869581124E-4
109410000,36,6.35846814733571E-4
109480000,31,6.354402630617465E-4
109550000,37,6.350342309447741E-4
109620000,39,6.34628717387338E-4
109690000,34,6.342237213966633E-4
109760000,40,6.338192419825073E-4
109830000,26,6.33415278157152E-4
109900000,29,6.330118289353959E-4
109970000,25,6.326088933345458E-4
110040000,35,6.322064703744093E-4
110110000,43,6.318045590772863E-4
110180000,40,6.314031584679615E-4
110250000,38,6.310022675736961E-4
110320000,37,6.306018854242204E-4
110390000,41,6.302020110517257E-4
110460000,30,6.298026434908565E-4
110530000,31,6.294037817787026E-4
110600000,27,6.29005424954792E-4
110670000,34,6.286075720610825E-4
110740000,35,6.282102221419542E-4
110810000,34,6.278133742442018E-4
110880000,29,6.274170274170274E-4
110950000,37,6.270211807120324E-4
111020000,45,6.266258331832103E-4
111090000,30,6.262309838869385E-4
111160000,33,6.258366318819719E-4
111230000,33,6.254427762294345E-4
111300000,30,6.250494159928123E-4
111370000,33,6.246565502379456E-4
111440000,27,6.242641780330223E-4
111510000,32,6.238722984485696E-4
111580000,37,6.234809105574475E-4
111650000,31,6.23090013434841E-4
111720000,28,6.226996061582528E-4
111790000,33,6.223096878074962E-4
111860000,26,6.21920257464688E-4
111930000,38,6.21531314214241E-4
112000000,31,6.211428571428571E-4
112070000,21,6.2075488533952E-4
112140000,28,6.203673978954877E-4
112210000,38,6.199803939042866E-4
112280000,38,6.195938724617029E-4
112350000,36,6.192078326657766E-4
112420000,31,6.188222736167941E-4
112490000,37,6.184371944172815E-4
112560000,32,6.180525941719972E-4
112630000,25,6.17668471987925E-4
112700000,42,6.17284826974268E-4
112770000,34,6.169016582424404E-4
112840000,34,6.165189649060617E-4
112910000,35,6.161367460809494E-4
112980000,37,6.157550008851125E-4
113050000,33,6.153737284387439E-4
113120000,32,6.14992927864215E-4
113190000,34,6.146125982860677E-4
113260000,30,6.142327388310083E-4
113330000,28,6.138533486279008E-4
113400000,34,6.134744268077602E-4
113470000,25,6.130959725037455E-4
113540000,45,6.127179848511538E-4
113610000,37,6.123404629874131E-4
113680000,30,6.11963406052076E-4
113750000,27,6.115868131868131E-4
113820000,36,6.112106835354068E-4
113890000,33,6.10835016243744E-4
113960000,24,6.104598104598104E-4
114030000,35,6.100850653336841E-4
114100000,32,6.097107800175285E-4
114170000,36,6.093369536655864E-4
114240000,28,6.089635854341737E-4
114310000,38,6.085906744816727E-4
114380000,28,6.082182199685259E-4
114450000,36,6.078462210572302E-4
114520000,29,6.074746769123297E-4
114590000,38,6.071035867004102E-4
114660000,30,6.067329495900924E-4
114730000,30,6.063627647520265E-4
114800000,36,6.05993031358885E-4
114870000,34,6.056237485853573E-4
114940000,33,6.052549156081434E-4
115010000,27,6.048865316059473E-4
115080000,31,6.045185957594717E-4
115150000,44,6.041511072514112E-4
115220000,30,6.037840652664468E-4
115290000,32,6.034174689912395E-4
115360000,34,6.030513176144244E-4
115430000,30,6.026856103266048E-4
115500000,38,6.023203463203464E-4
115570000,36,6.019555247901705E-4
115640000,36,6.015911449325493E-4
115710000,30,6.012272059458992E-4
115780000,40,6.008637070305752E-4
115850000,37,6.005006473888649E-4
115920000,35,6.001380262249827E-4
115990000,30,5.997758427450643E-4
116060000,34,5.994140961571601E-4
116130000,34,5.990527856712305E-4
116200000,29,5.986919104991395E-4
116270000,40,5.983314698546487E-4
116340000,33,5.979714629534125E-4
116410000,34,5.976118890129714E-4
116480000,34,5.972527472527472E-4
116550000,22,5.968940368940369E-4
116620000,26,5.965357571600068E-4
116690000,32,5.961779072756878E-4
116760000,32,5.958204864679685E-4
116830000,28,5.95463493965591E-4
116900000,43,5.951069289991445E-4
116970000,35,5.947507908010601E-4
117040000,35,5.943950786056049E-4
117110000,28,5.940397916488771E-4
117180000,33,5.936849291688001E-4
117250000,38,5.933304904051172E-4
117320000,32,5.929764745993863E-4
117390000,41,5.92622880994974E-4
117460000,33,5.922697088370509E-4
117530000,34,5.919169573725857E-4
117600000,29,5.915646258503401E-4
117670000,37,5.912127135208634E-4
117740000,29,5.908612196364872E-4
117810000,36,5.905101434513199E-4
117880000,28,5.901594842212419E-4
117950000,33,5.898092412039E-4
118020000,29,5.894594136587019E-4
118090000,31,5.891100008468118E-4
118160000,35,5.887610020311442E-4
118230000,30,5.884124164763597E-4
118300000,31,5.880642434488588E-4
118370000,35,5.877164822167779E-4
118440000,26,5.873691320499832E-4
118510000,34,5.870221922200658E-4
118580000,29,5.866756620003373E-4
118650000,36,5.863295406658239E-4
118720000,31,5.859838274932614E-4
118790000,27,5.85638521761091E-4
118860000,25,5.852936227494531E-4
118930000,27,5.849491297401833E-4
119000000,30,5.846050420168067E-4
119070000,32,5.842613588645334E-4
119140000,33,5.839180795702535E-4
119210000,29,5.835752034225317E-4
119280000,33,5.832327297116029E-4
119350000,33,5.828906577293674E-4
119420000,36,5.825489867693854E-4
119490000,37,5.822077161268725E-4
119560000,30,5.818668450986952E-4
119630000,31,5.815263729833654E-4
119700000,42,5.811862990810359E-4
119770000,21,5.808466226934958E-4
119840000,30,5.805073431241655E-4
119910000,29,5.801684596780919E-4
119980000,31,5.798299716619436E-4
120050000,36,5.794918783840067E-4
120120000,42,5.791541791541791E-4
120190000,33,5.788168732839671E-4
120260000,39,5.784799600864793E-4
120330000,30,5.781434388764232E-4
120400000,40,5.778073089700997E-4
120470000,27,5.774715696853989E-4
120540000,32,5.771362203417953E-4
120610000,37,5.768012602603433E-4
120680000,29,5.764666887636725E-4
120750000,37,5.761325051759834E-4
120820000,35,5.757987088230426E-4
120890000,33,5.75465299032178E-4
120960000,27,5.751322751322752E-4
